comment_id,parent_comment_id,author,text,published_at,likes,reply_count
Ugyqmg68GlvBOfNuvBB4AaABAg,,@ahmadtri2035,Aamiin   🤲,2024-11-06T07:32:43Z,0,0
Ugwt1cCwTkNpayZElsJ4AaABAg,,@prameswari03,Semoga Jawatimur juga gratis.,2024-11-06T03:54:10Z,0,0
UgwOaizJz36nsXwTIfZ4AaABAg,,@p.sudonowaluyanto6060,"Sekolah gratis Alhamdulillah, semoga anggaran ini tidak menguap tetapi jangan untuk sekolah menggunakan komite sekolah untuk hal hal baik kegiatan apapun",2024-11-06T03:46:16Z,0,0
Ugz3F41ynxkQdHdSHUl4AaABAg,,@mfaturrahman7661,Alhamdulilah smua sekolah gratis yg penting mau negri mau swasta  artinya jangan sampe anak putus sekolah,2024-11-06T03:05:20Z,0,0
UgxRNu1o0TbB4LUIoTh4AaABAg,,@merryervina5889,"Alhamdulillah semoga ini semua berjalan. 
Baik negeri atau pun swasta. Sangat² meringankan beban.",2024-11-06T02:40:52Z,2,0
Ugyoqb7u-RJwf5-KAsV4AaABAg,,@mandau7,"Nah gitu dong uang negara jngan dikorupsi.
Buat bayar gaji guru
Jngan orang tua murid terus yg bayar gaji
Pasilitas sekolah,gedung semua tg jawab pemerintah bukan murid",2024-11-06T02:32:57Z,0,0
Ugw8jEvyWCgjFu_3HFN4AaABAg,,@AnisanurAnggraeni,Gimana kami daerah pk tlg di perhatikan jawa timur jabar dll,2024-11-06T02:24:58Z,0,0
Ugx8-gThB0j5FSlHVUZ4AaABAg,,@newtechnology7181,Kenapa hanya jakarta bogor tangerang bekasi kota penyangga kenapa tidak. Tidak adil rasanya,2024-11-06T02:09:14Z,0,0
Ugw7vK1Z9DPgjD_MNAR4AaABAg,,@rinapermatasari4094,Anak sy sklhny mmg gratis dr SD SMP n SMA negri...  mksdny swasta ya yg gratis... lieeer😂,2024-11-06T01:39:17Z,2,0
UgyxBMG-_frky2xXklV4AaABAg,,@gtanusetiawan,"Uangnya drmn?

Pajak mau naik lagi?
Iuran wajib lagi seperti tapera, pensiun dll?

Tolong dipikirkan dulu pakai otaknya... jgn langsung asal koar2 dl....

Kalau sudah ada dananya yg terkumpul apa tidak rawan korupsi/disalahgunakan/salah sasaran/dll nantinya.",2024-11-06T01:37:28Z,0,0
Ugw22cg9WeMmXQIYtox4AaABAg,,@achmadamd2783,Kalo Sekolah Swasta digratisin  bayar pajak PBB nya gimana??? Harusnya DIGRATISKAN PAJAK PBB nya JUGA,2024-11-05T21:09:52Z,0,0
UgxIpCGaag-5xesCZ714AaABAg,,@mrafli3548,"Alhamdulillah kabar baik buat warga Jakarta. Fyi, Bapak Muhammad Thamrin Ketua Komisi E bidang Kesejahteraan Rakyat yang diwawancarai di video berasal dari Partai PKS dan Ketua DPRD Jakarta Sekarang juga dari PKS, menandakan PKS melakukan Gebrakan yang luar biasa di DPRD Jakarta dengan membuat program yang pro rakyat dan mendukung kemaslahatan umat 👍",2024-11-05T18:49:41Z,1,0
Ugxz7d5A_PYpyYhH9qJ4AaABAg,,@WISYTV,Ikut bahagia dan bangga dengan ke majuan sekrg,2024-11-05T13:10:08Z,0,0
UgwGhrGs1XeD5UD91Vh4AaABAg,,@DFreelancer,swasta gratis? gak mungkin semua swasta. plg swasta yg kwalitas rendah kayaknya,2024-11-05T12:09:32Z,0,1
UgwGhrGs1XeD5UD91Vh4AaABAg.AASoTRaySltAATqvEdCJHc,UgwGhrGs1XeD5UD91Vh4AaABAg,@annisareztyana,Betul mungkin   hanya   swasta   seperti mi mts  dan sdi,2024-11-05T21:50:10Z,0,0
UgwsMEFbdAXVtICpEKZ4AaABAg,,@leykahanifah1759,jangan jakarta aja banten juga dong,2024-11-05T11:59:51Z,0,0
Ugye1bLxHe7Bs70Z1tF4AaABAg,,@ibusolikha5534,"Jakarta oh jakarta... Keren, semoga tdk hanya di Jakarta🎉",2024-11-05T11:37:06Z,4,0
UgyMoVjWR3fE1JIHSoJ4AaABAg,,@achenlesmana7028,Jangan salah sasaran ntar anak orang kaya yg sekolahnya di gratiskan,2024-11-05T11:17:24Z,0,0
Ugw3fO3hy42YMy2OpGR4AaABAg,,@zakariazakaria2223,yg pasti swasta seperti muhammadiyah ga akan masuk kategori,2024-11-05T08:14:54Z,0,1
Ugw3fO3hy42YMy2OpGR4AaABAg.AASObz20a2AAATr9g2lnB_,Ugw3fO3hy42YMy2OpGR4AaABAg,@annisareztyana,Klo  swasta  kelas   high  kayak   tidak      seperti   alazahar  labschool      sumbangsih bhakti mulya      400     juga  tidak   gartis swasta yang kelas bawah,2024-11-05T21:52:17Z,0,0
UgznY7BiV0xVpgQ6BsZ4AaABAg,,@AleSukece-z8p,bagaimana untuk pondok pesantren? apakah juga akan digratiskan?,2024-11-05T07:18:56Z,0,0
UgwDc7K6TUsNPX9U39p4AaABAg,,@indrawijaya-x7o,Bagussssss,2024-11-05T07:03:59Z,0,0
Ugz1Y7ceqXk6l__nHuR4AaABAg,,@Ijaynutnut,Pengin sekolah juga,2024-11-05T06:50:17Z,0,0
Ugz-Pqdu4UzE2xir35l4AaABAg,,@RidhayatiHudaya,Gak yakin dengan gratis....kualitasnya,2024-11-05T06:47:27Z,0,0
UgzdwtaoDUhU1OZ591N4AaABAg,,@putraagung9019,KEBANYAKAN SEKOLAH KALIAN......ILMU ZONK😂😂😂,2024-11-05T06:35:35Z,0,0
Ugw-4E2ium1f8HiOdKN4AaABAg,,@BuatTess,Sekolah di internasional gratis??? Ngimpi loe😂,2024-11-05T05:47:18Z,0,0
UgyfheaANDKGDaFkkiR4AaABAg,,@firmanadnan8579,Berat utk percaya ...😂,2024-11-05T04:48:41Z,0,0
Ugw9SOl6P56QVXMUcp54AaABAg,,@Redmia2-cd1rf,Adil ngga ya kalau berlaku semua golongan masyarakat,2024-11-05T04:20:54Z,0,0
Ugw3glGABLvCsvehhGB4AaABAg,,@Ontelmbahkung,Ktp luar daerah yang sekolah di jakarta siap2 ta kalian tidak diakui,2024-11-05T03:46:31Z,0,0
UgzxCXNAL1ep_soAczN4AaABAg,,@yanu3778,Somehow the Private is Whose Provide to Government 😊,2024-11-05T03:36:11Z,0,0
Ugx3UGV29-z6wYJ2bwZ4AaABAg,,@srisurati1355,Ga ada sekolah gratisss pyurrrr .... Ada aja embel2 . Beli seragam ada ber macam2 . Beli Buku paket . Dll . Dll ... 😢 .,2024-11-05T03:27:49Z,0,1
Ugx3UGV29-z6wYJ2bwZ4AaABAg.AARslLoXXsKAARwOTeEzNe,Ugx3UGV29-z6wYJ2bwZ4AaABAg,@estefans5026,"Kalau mau gratis semua, tidak usah punya anak. Beli seragam aja keberatan.",2024-11-05T03:59:31Z,0,0
UgwZCmFS7OjK5xWY3Hx4AaABAg,,@DaniAstuti-u6r,"pak dewan.....sekolah swasta yg mana yang gtatis????
apalah SMA sudirman cijantung juga gratis???",2024-11-05T02:46:16Z,0,0
UgzkXfnxMTZLxUcSYWR4AaABAg,,@ridwanraka,"Bagus sekali..,ini baru yg namanya ""Mencerdaskan Kehidupan Bangsa""..,semoga terwujud di seluruh Indonesia terutama untuk masyarakat yg tidak mampu..",2024-11-05T02:45:02Z,1,0
Ugwu0_uiXW5gXiSSRkN4AaABAg,,@jjs529,"😮guru swasta pasti demo😮jangan sampai gedung tidak terawat seperti negeri ditengah amburadulnya pendidikan negeri akibat PNS nya memasuki dunia pensiun, dan PPPK tidak sesuai harapan.",2024-11-05T02:20:47Z,0,0
UgwcvsJzze_j2woQ-9x4AaABAg,,@triprasetyawati203,"Maaf, hanya Gimick saja ternyata.
Begitu ditanya detailnya bagaimana  jawabnya akan didiskusikan lebih lanjut.
Apa tidak sebaiknya diskusi dulu baru jika sudah matang teknisnya dan paripurna uji cobanya baru sampaikan ke publik.
Trima kasih",2024-11-05T00:36:38Z,0,0
UgzgJ4xwr9YbOYIJf0l4AaABAg,,@teguhsaputra1937,Judulnya untuk seluruh warga jakarta tapi ternyata ada syarat dan ketentuan berlaku,2024-11-04T21:58:24Z,0,0
UgyH2AVRC1xeMJmRCmF4AaABAg,,@barudax-zi5si,"Swasta gratis bagaimana ceritanya? Sekolah swasta kan milik pribadi,",2024-11-04T21:41:29Z,0,0
UgyWDKkUmArKMnBD3rB4AaABAg,,@nros88,😮seriusan.?,2024-11-04T20:37:08Z,0,0
Ugxl2pkO_A1sDEZ8yMh4AaABAg,,@Kost-mw6qq,Mustahil keburu perang dunia ke 3 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2024-11-04T17:58:18Z,1,0
UgwVsbfeV32FmGFbMdh4AaABAg,,@skyskysky2023,"Semoga ini beneran GRATIS ya. Nyatanya masih ada embel-embel nya gratis, tapi praktek di lapangan, orang tua ditagih uang pembangunan lah, uang buku paket & LKS, uang seragam yg harus beli di sekolah, uang partisipasi & ekskul. Itu semua bisa sampe 1-5 juta per semester.",2024-11-04T17:48:38Z,1,0
UgyWeYer7LknspkdvOJ4AaABAg,,@hidupku-x1r,Kuliah gratis sekalian,2024-11-04T16:52:47Z,0,0
UgzgCJmws6vgQB9_tOd4AaABAg,,@aqielchanel6960,"Terharu saya mendengarnya sehat"" ya untuk semua terutama untuk pak PRESIDEN PRABOWO.",2024-11-04T16:29:33Z,1,0
UgxEEPm1SVRho09T8e14AaABAg,,@kencengkendorchannel,"Harapan Lama Sekolah penduduk usia 7 tahun keatas bisa meningkat diatas 0,9 tahun per tahunnya bila tidak ada lagi penduduk usia 8 tahun keatas yang putus sekolah, terutama putus sekolah karena ketidakmampuan membayar biaya pendidikan. Mudah2an kebijakan ini bisa diikuti provinsi-provinsi lain.",2024-11-04T16:24:22Z,0,0
Ugz9YlXK4P20HpZ2Mgh4AaABAg,,@niakumalasari5833,Yg ksian daerah kabupaten blim oenh ngerasain grtis. Tp Alhamdulillah kita skolah byr ada aj rezekinya biar suami buruh jg,2024-11-04T15:05:31Z,1,0
UgzOeaMgAhF-wkJEvlF4AaABAg,,@We1bert,"🧕Keadilan bGi seluruh RakyaT Jakarta 🗿🗿🗿🗿
🙎‍♂️Keadilan Kekayaan Bagi Seluruh Rakyat jakarta",2024-11-04T14:43:09Z,1,0
UgwGcXnCPaotM7E4vHZ4AaABAg,,@94suci,Kalo di jakarta biasanya sekolah SD negeri umurnya udh 8thn k atas mudah2an sekolah swasta di gratiskan bisa mengurangi antrian masuk sekolah negri,2024-11-04T14:25:41Z,1,0
Ugw213ZzoZPLtkhRU0N4AaABAg,,@ramlifadly5189,Sekolah gratis malah membuat anak malas belajar,2024-11-04T14:11:51Z,0,0
Ugx2Ra6KyRWPJBFAI-54AaABAg,,@uunumiarsih9330,Hebat donk👍👍👍,2024-11-04T14:04:37Z,2,0
UgzxqznbJXzxVRjf0o94AaABAg,,@oecisanusi1824,"Emang sekarang sekolah gak gratis??dulu waktu sekolah masih bayar spp murah,seragam murah,lks murah,ada pun yg memberatkan hanya uang pembangunan yg nilainya  gak masuk diakal,karena hanya akal akalan sekolah saja buat menungut uang dari muridnya tapi pembangunannya malah gak ada..sekarang sekolah gratis ,tapi seragam mahalnya gak masuk logika,buku paket harganya setara buku karya penulis novel terkenal dan parahnya lagi buku paket tsb hanya bisa sekali pake dan gak bisa dipake ditahun berikutnya andai punya adik.dan uang bangunan masih ada bahkan ditambah embek embel sukarela.😂😂😂😂😂",2024-11-04T13:37:55Z,0,0
UgxaS5nHMnAukbB1zt54AaABAg,,@study_with_us9,"indonesia is jakarta,
and another is trush",2024-11-04T13:05:33Z,1,3
UgxaS5nHMnAukbB1zt54AaABAg.AAQL4u0uSqzAASlK1o_4x6,UgxaS5nHMnAukbB1zt54AaABAg,@yuniarsyukri917,Ayolah Men??...apa maksud mu mengatakan itu?,2024-11-05T11:42:02Z,0,0
UgxaS5nHMnAukbB1zt54AaABAg.AAQL4u0uSqzAASlPZZLtTz,UgxaS5nHMnAukbB1zt54AaABAg,@yuniarsyukri917,"Tp yws la, inikan DPRD jakarta pny rencana",2024-11-05T11:42:47Z,0,0
UgxaS5nHMnAukbB1zt54AaABAg.AAQL4u0uSqzAAYl1pqGSXe,UgxaS5nHMnAukbB1zt54AaABAg,@study_with_us9,paham sarkas ga ?,2024-11-07T19:34:59Z,0,0
UgxLHg1wulFc1if6fhB4AaABAg,,@vhigel.wais2602,Alhamdulillah,2024-11-04T13:02:29Z,1,0
Ugw9Hku9sS4lq-1aWLh4AaABAg,,@jafarbasalamah8649,Berarti selama ini anggota dewan bukan wakili rakyat yah...ini presiden bersama menteri yg mmng mewakiki rakyat...jd pertanyaannya anggota dewan itu perwakilan apa?,2024-11-04T12:57:05Z,1,0
UgwSqiuPwXjz4fHi2hh4AaABAg,,@iendramjs1975,Kalau bisa harus merata.,2024-11-04T12:50:07Z,2,0
UgzdW3C0okEUeqofxcl4AaABAg,,@DadanWiguna-d9k,Ini namanya negara hadir buat rakyat !!!!! Keren Jakarta 👍👍👍,2024-11-04T12:01:13Z,13,1
UgzdW3C0okEUeqofxcl4AaABAg.AAQDigP5wYqAAtFluW3Bim,UgzdW3C0okEUeqofxcl4AaABAg,@ArifSanjayasaputra-lk2hy,Mudah di daerah lain juga ikut serta.,2024-11-16T03:56:21Z,0,0
UgyvI55JoUIiMisq-at4AaABAg,,@arifyulianto1883,"Yg pesantren gimana ya, smoga gratis juga",2024-11-04T10:47:34Z,2,0
UgxJ_lv6cciXLWExMDF4AaABAg,,@hendrabagus01,"woii jangan cuma jakarta dong, yang lainnya juga. semua rakyat Indonesia menginginkan hal yang sama, jangan sampai ada kesenjangan sosial.
lebih baik lagi kalau full gratis, jadi anak gak perlu mikir ribet beli mana yang LKS, mana buku paket yang harus beli, mana yang ada uang yg katanya buat pembangunan sekolah dll. harusnya kalau udah gratis ya gratis tanpa embel-embel",2024-11-04T10:46:50Z,5,12
UgxJ_lv6cciXLWExMDF4AaABAg.AAQ5CuPbWFHAAQCk1TCUVq,UgxJ_lv6cciXLWExMDF4AaABAg,@isyaerba,Betul kata keadilan bagi seluruh rakyat Indonesia 😅,2024-11-04T11:52:40Z,1,0
UgxJ_lv6cciXLWExMDF4AaABAg.AAQ5CuPbWFHAAQJ3wvSOq0,UgxJ_lv6cciXLWExMDF4AaABAg,@SyachZ,Ini program nya DPRD jakarta,2024-11-04T12:47:57Z,2,0
UgxJ_lv6cciXLWExMDF4AaABAg.AAQ5CuPbWFHAAQJ_7SPZHQ,UgxJ_lv6cciXLWExMDF4AaABAg,@hendrabagus01,"@@SyachZ ya bisa dicontoh dong kalau begitu, kan ingin mewujudkan pendidikan yang bagus",2024-11-04T12:52:20Z,1,0
UgxJ_lv6cciXLWExMDF4AaABAg.AAQ5CuPbWFHAAQKml0_r6y,UgxJ_lv6cciXLWExMDF4AaABAg,@vhigel.wais2602,Ini DPRD Jakarta bukan pemerintah keseluruhan,2024-11-04T13:02:56Z,0,0
UgxJ_lv6cciXLWExMDF4AaABAg.AAQ5CuPbWFHAAQKnMcYEez,UgxJ_lv6cciXLWExMDF4AaABAg,@SyachZ,@@hendrabagus01 ya di contoh ke semua Indonesia mana ada duit indo😂,2024-11-04T13:03:01Z,0,0
UgxJX02Hj0Ufk_khjdV4AaABAg,,@dewiombah5183,"Alhamdulillah,Smg banyak yg menjalankan pendidikan demi kebutuhan pribadi,kel dan ummat.",2024-11-04T09:12:10Z,5,1
UgxJX02Hj0Ufk_khjdV4AaABAg.AAPvNWwn9fqAARWGJRqsgf,UgxJX02Hj0Ufk_khjdV4AaABAg,@Serigalaberbuludomba439,Semoga pak Prabowo membuat aturan seperti ini juga UTK seluruh di Indonesia,2024-11-05T00:02:28Z,0,0
UgwJysSuRiV2ZNj-X4h4AaABAg,,@xiaominote4766,"Enaknya anak orang kaya yang tinggal di DKI, dapat sekolah gratis.",2024-11-04T07:26:09Z,2,1
UgwJysSuRiV2ZNj-X4h4AaABAg.AAPjF1xBpsOAAQKptPtOyd,UgwJysSuRiV2ZNj-X4h4AaABAg,@vhigel.wais2602,Harusnya dikecualikan untuk orang kaya ya,2024-11-04T13:03:22Z,0,0
UgxaVm8VJWE4yc3kZ994AaABAg,,@jonashikari868,Kalo SPP gratis SD s/d SMA Jateng dh dr 5 th yg lalu.,2024-11-04T06:44:15Z,3,2
UgxaVm8VJWE4yc3kZ994AaABAg.AAPeS6vTIR9AAPjlCjnZ4Z,UgxaVm8VJWE4yc3kZ994AaABAg,@dawetayu4863,Klo negeri udah lama gratis klo sekolah swasta bayar,2024-11-04T07:30:40Z,0,0
UgxaVm8VJWE4yc3kZ994AaABAg.AAPeS6vTIR9AAQKru-lKdZ,UgxaVm8VJWE4yc3kZ994AaABAg,@vhigel.wais2602,Swasta bayar bossss,2024-11-04T13:03:38Z,0,0
UgwQzeA3wyXcXJHPSZZ4AaABAg,,@imamjunaidi4741,gratis sekolah nya yg laen2 lebih dri bayar sekolah nya. coba di cek bayar yg laen2 nya ...,2024-11-04T06:35:07Z,1,1
UgwQzeA3wyXcXJHPSZZ4AaABAg.AAPdPE61AXKAAPeDdqMKNh,UgwQzeA3wyXcXJHPSZZ4AaABAg,@jonashikari868,Biasanya juga gitu sie,2024-11-04T06:42:16Z,0,0
UgxANZsd-uUHumLLCA14AaABAg,,@simpangempat1864,Di tempat kami Aceh sdh duluan Sekolah negeri gratis dari TK s/d SMU. Begkalu sdh puluhan tahun.,2024-11-04T06:33:46Z,8,1
UgxANZsd-uUHumLLCA14AaABAg.AAPdFPreYglAEmuPaTqnPH,UgxANZsd-uUHumLLCA14AaABAg,@asepnugrahaamdakep,Wah mantap.... Gubernur nya keren ini pasti,2025-02-21T02:51:03Z,0,0
UgxcE2b7-HSUVwFo8UN4AaABAg,,@JamalUdin-x8r,"Harus nya di prioritaskan bagi orang tidak mampu ,, tidak di ratakan semua ,,  banyak yang sekolah  negri mereka mampu yang seharusnya mereka sekolah swasta, jika ada anak didik tidak mampu dan bersekolah di swasta harus di subsidi bahkan di tanggung semua  APBN kita sudah terbebani ASN semakin banyak",2025-05-27T16:34:17Z,0,0
UgzLLA4vZ7HY5cxVOeB4AaABAg,,@crcr662,"Tolong dong. 
Daftar anak SMP 7 juta
Daftar SMA 18 juta di daerah cirendeu tanggerang selatan",2025-05-20T02:47:03Z,0,0
UgwuhuBtP3vyhSxa5gN4AaABAg,,@achangachang4173,Kalau boleh tahu sekolah mana aja daftarnya yang digratiskan swasta sekolahnya oleh pemerintah,2025-05-08T05:09:25Z,0,0
UgzTFZWPDc0bhY-zpVx4AaABAg,,@OpieOpie-if4yk,"Kalo beneran gratis, siap2 saja kualitasnya sama seperti negeri yang ""yang penting sekolah"" bukan ""sekolah itu penting"" dan pada bloon",2025-05-07T13:35:11Z,0,0
UgwYrLEXH8oihSthFiF4AaABAg,,@virgatata7715,"Dari kemarin² di Jakarta memang sudah sekolah swasta gratis,,, tapi hanya untuk yg punya KJP, terdaftar dtks dll... Ada syarat khusus terutama yg tdk mampu...",2025-05-05T10:40:30Z,0,0
UgwXDGep12XgGXKfigR4AaABAg,,@user-nawrawrr,"Anak sy sklh swasta kls 2SMA ..krna nunggak spp gk d boleh ikut ulangn harian alhsil nilai dn peringkat nya trun drstis.Dr ranking 3 jd peringkat 9..Dan smpai hr ini pun blm pernah dpt sekalipun Yg nm nya bansos dn PIP..
😢😢😢",2025-03-22T10:06:21Z,0,0
UgzBV5RLXreBUPiogxN4AaABAg,,@rohimah5ah179,Ko di daerah kota bekasi.engga gratis ya,2025-03-11T10:12:46Z,0,0
Ugwq67fiBUPeZLOhkqp4AaABAg,,@RiskiDendot,Kebapa hanya di jakarta saja jdnapa di nnt tidak ada tolonv dijawab,2025-03-09T12:45:48Z,1,0
UgxV7CEkyGpexNPGLqV4AaABAg,,@mbahkarjo7105,"tapi seragam, bos, buku bayar 🤐

GRATIS TIS DONG",2025-03-02T03:39:36Z,0,0
UgzlyfWHxyItEqP6N4t4AaABAg,,@putrilestari7359,kalau bisa jangan di jakarta doang yg suwasta geratis sedangkan warga Banten juga nyoblos no 2,2024-12-08T10:59:04Z,1,0
Ugy0sq1HpFnuUdKjYex4AaABAg,,@SudirjaDirja-p7o,saya di jakarta tingal sekekola bayar,2024-11-29T07:00:32Z,0,0
Ugw_-HHNIsnyt3I4mVp4AaABAg,,@HeniJuhaeni-v4t,"Jangan salah sasaran, mhn kpd kep. dinas. Diutamakan sekolah Paket, pusat kegiatan belajar Masyarakat. Karena PKBM sekarang usia sekolah. Yg belum memenuhi 8 standar pendidikan kami bisa bersaing secara sehat dengan sekolah Formal.",2024-11-16T11:22:20Z,0,0
Ugx1ma_XhmUvzTC8gjl4AaABAg,,@MusicAnimasi,Klo bisa hrus merata di seluruh indonesia karena bukan cuma di jakarta aj yg susah sekolah bahkan  didaerah sekolah swasta lebih banyak dari sekolah negeri sehingga bnyak anak yg trpaksa sekolah swasta dengan biaya mahal.,2024-11-07T09:01:07Z,1,0
UgwEJn0wsUq6NUQrabt4AaABAg,,@sekedarkomen1080,"Kami pun yg di jkt ga bisa nikmati. Karena KTP masih daerah, mau pindah surat surat STNK tanah dll harus di urus juga. Padahal 80 persen yg sekolah di jakarta dan KTP daerah orang yg tidak mampu.. Orang asli jkt ga usah mikirin bayar kontrakan dll dapat bantuan pula.. Ga adil kan..",2024-11-07T06:04:51Z,0,0
UgyEADQ9uDbOmnpeoNN4AaABAg,,@zulpikarzulpikar9525,"Jadi sedih denger berita ini terasa kami yg diluar JKT ,terasa bukan bagian dari Indonesia...😊",2024-11-07T01:05:14Z,0,0
UgzRpBtHfQx_dboVWPJ4AaABAg,,@dearmeyou,"Alah negeri ajah bayar kok,walaupun 70k perbulan,dan banyak bgt kegiatan diluar sekolah yg butuhin banyak uang",2024-11-07T00:15:02Z,0,0
UgzCfbZ63t4DDXO4ziV4AaABAg,,@alifatoni9473,Yang geratis hanya orang terdata saja.,2024-11-06T23:28:17Z,0,0
Ugz-WzgAinEW4XlYJQh4AaABAg,,@butetpangambean3212,"Mso..mso..mso????
Ingt para ortu jng tegiur ujng""y byr jg...dl jg d kmpng ku sklh ngri grts tp tetp aja ad byr spp..byr bku'ni dn tu..mla bnyk kegiatn d luar sklh dn biaya y gak kecl...hrap berhti'",2024-11-06T23:00:51Z,2,0
UgxZLXB0L4Aa4NQDuTx4AaABAg,,@alapalap2399,Enaknya hidup di jakarta,2024-11-06T20:54:49Z,1,1
UgxZLXB0L4Aa4NQDuTx4AaABAg.AAWKNh_ep7SAAWZ6Y8vQTo,UgxZLXB0L4Aa4NQDuTx4AaABAg,@avapolii,"Kalau swasta gratis, gaji guru dibyr dgn apa ???",2024-11-06T23:03:33Z,1,0
UgwEsvF1Zj8lcNoy9ot4AaABAg,,@HariAnto-cc2qe,Kapan kab Jombang SMA negeri gratis,2024-11-06T14:47:14Z,0,0
Ugyt-XE3Db_vNk-G-dx4AaABAg,,@HariAnto-cc2qe,Jombang negeri aja bayar,2024-11-06T14:46:33Z,0,0
UgzMi95_fg6VHiisqTJ4AaABAg,,@fendisemesta9009,Swasta mana mau terima,2025-05-29T12:41:54Z,0,0
UgziH_7-a93__7pvegF4AaABAg,,@Darmawan-yu2us,"Putusan MK yg bagus, smoga tafsiran GRATIS adalah GRATIS.",2025-05-29T12:01:43Z,0,0
Ugw3mOYzmQUUT1Za12p4AaABAg,,@sugiantoroanto455,"Lha padahal ...... di sekolah sd, smp ....... buanyak pungutan dalih macam .......
1. PUNGUTAN/BAYAR FINGER PRINT (PRESENSI SISWA) yang nilainya cukup tinggi
2. PUNGUTAN/DALIH UANG KAS MELALUI PAGUYUBAN KELAS
3. PUNGUTAN KEGIATAN EKSTRAKURIKULER  SEKOLAH PRAMUKA, PASUS, PADUS melalui koordinator Kegiatan ..... bukannya sudah di back up DANA BOS 
4. Dinas Pendidikan kok DIAM SAJA ...... PADAHAL TAHU",2025-05-29T09:54:50Z,0,0
UgyDLufTD7-owjHcfhJ4AaABAg,,@muhammadaldrian8393,Why Now?,2025-05-29T09:08:12Z,0,0
Ugyj-bnj6Dt_ecVtB2d4AaABAg,,@mariakurniasari286,Apa iya..wkwkw,2025-05-29T08:12:22Z,0,0
Ugy24c_3EOG5UDxxCl54AaABAg,,@YuniawanNur,ini program e Anis hidup anis,2025-05-29T04:54:34Z,0,0
UgzwaQCYRk0E1BZjp5p4AaABAg,,@iwanazka8061,Ini yang maksudnya gratis yang seperti apa kah gerangan ini..?? 🤔🤔🤔,2025-05-29T03:23:23Z,0,0
Ugx72wuMRw9cZn9iDqB4AaABAg,,@pathulatpal3072,Haha keputusan yang terlambat kami dari dulu di madrasah di kampung kami ...dari tingkat SD dan MI serta MTs tidak di pungut biaya semejak adanya BOS.masak sekarang di Godok makanya perhatian pemerintah untuk sekolah Madrasah perlu di tingkatkan baik Guru maupun yang lainya...mohon maaf kami mendahului keputusan MK,2025-05-29T01:45:28Z,0,0
UgzQByIjP8wpJBu2AvR4AaABAg,,@zaenalarifin-vd7or,Dari jaman sby jg gratis tp fakta di lapangan nol besar apa lagi swasta  yg tdk ada perhatiannya dari pemerintah,2025-05-28T23:35:11Z,0,0
UgxhKeY3E06T73ZqA_t4AaABAg,,@wow.studio5373,STOP DANA BOS UNTUK SEKOLAH SWASTA yang menagih iuran SPP Kepada siswa apalagi sudah di digit ratusan hingga sejuta rupiah per anak perbulannya.,2025-05-28T18:36:05Z,0,3
UgxhKeY3E06T73ZqA_t4AaABAg.AIfmsD1cCVNAIgZMnNVvJU,UgxhKeY3E06T73ZqA_t4AaABAg,@rudiwinata1059,"Tidak semua sekolah swasta bernasib sama, banyak sekolah swasta yang masih tergantung donasi dari pihak luar, gaji guru sekolah swasta tidak ditanggung oleh pemerintah.",2025-05-29T01:48:34Z,1,0
UgxhKeY3E06T73ZqA_t4AaABAg.AIfmsD1cCVNAIgbgw0ZGlY,UgxhKeY3E06T73ZqA_t4AaABAg,@redarendha3162,"Iya betul, terutama gaji guru, masalahnya pegawai negeri pun tidak boleh ngajar di swasta.lalu? Guru di swasta harus dengan suka rela ngajar?",2025-05-29T02:17:40Z,0,0
UgxhKeY3E06T73ZqA_t4AaABAg.AIfmsD1cCVNAIgbnguA39B,UgxhKeY3E06T73ZqA_t4AaABAg,@redarendha3162,Kecuali semua gaji guru di biayai pemerintah dengan layak.,2025-05-29T02:18:35Z,0,0
UgyiC9gnvUXWkrSKxtB4AaABAg,,@rudianto3629,"Semoga ini menjadi awal yang baik & terealisasikan...bukan sebatas omon² karena fix di lapangan banyak biaya + + + diluar cita² ...""Mencerdaskan Bangsa"" MIRIS 🥺",2025-05-28T15:58:30Z,0,0
UgyExDHv-kTI3FCMk1F4AaABAg,,@eastadv07,Harusnya gratis di seluruh negri ini sekolah biasa semacam negri bukan sekolah yang khusus untuk orang orang kaya swasta sekolah internasional,2025-05-28T14:55:05Z,1,0
Ugz1I2p0L7voPUXhg1N4AaABAg,,@tmoenae6776,mending gratis dari pada bantuan sana sini mending fokus ke pendidikan dan kesehatan gratis.,2025-05-28T14:50:32Z,1,0
Ugw-cnVYMQ_OMy5C3cZ4AaABAg,,@liamarya9714,uang dari mana mk buat byar biaya sekolah SMP swasta elite gratis dari mana uang nya   mk....😆😆😆😆😝😝😝😝🤡🤡🤡🤡,2025-05-28T14:48:36Z,0,0
UgwIjq8SwqUjWsl_oMJ4AaABAg,,@liamarya9714,"kalau SMP swasta yg per bulan SPP nya 1 juta uang bangunan nya 10 juta 
apa perlu di gratis kan hello 😆😆😆😆😆😆",2025-05-28T14:45:22Z,0,0
